country,points,price,variety,winery,description
France,88,15.0,Sauvignon Blanc,Prince de Tabourg,"Tight, nervy and mineral, this crisp and fruity wine needs a few months to develop fully. It's lively with citrus fruits, an herbaceous character and steely aftertaste."
US,88,18.0,Cabernet Sauvignon,Pull,"Blackberry liqueur, violet, cola and slight dustiness form the nose of this well-priced wine. The flavors are a bit thinner than expected, most reminiscent of ripe pomegranate."
Italy,88,50.0,Nebbiolo,Rattalino,"Pretty aromas suggest plum, red berry, leather, graphite and eucalyptus. The understated palate isn't as expressive as the nose, but reveals subdued black cherry, black pepper, espresso and oak. Astringent tannins still need to integrate, but for now leave the mouth feeling dried out. Drink after 2020."
US,88,18.0,Pinot Noir,Red Pony Ranch,"The Red Pony brand is putting out reliably distinct wines. This one smells of cranberry, oregano and barnyard. The tannins and acidity are solid, with strawberry and pomegranate flavors leading to an earthy finish. Hold until 2016 for an even smoother time."
Italy,88,80.0,Nebbiolo,Andrea Oberto,"This opens with aromas of toasted oak, espresso and a hint of tire rubber. The palate displays sweet black cherry extract layered with milk chocolate, coffee and oak alongside bracing tannins and racy acidity. Drink after 2018."
US,88,48.0,Pinot Noir,Dominio IV,"The lightest wine in the winery's well-crafted lineup, this marries grapefruity acidity to tart cherry fruit. It's nicely balanced, airy and a pleasure to drink."
France,88,22.0,Sauvignon Blanc,Dominique Pabiot,"This tight, young wine is shot through with steely acidity and minerality. It tastes of the flinty soil of Pouilly, full in the mouth and concentrated. Give it until 2015 before drinking."
US,88,16.0,Pinot Noir,Elk Cove,"Crafted entirely from estate-grown fruit, this tart, citrus-flavored rosé is anchored in rhubarb and strawberry flavors. It offers medium concentration and length, with a subtle suggestion of cola woven into the finish."
Argentina,88,28.0,Malbec,Finca La Luz,"Raspberry and plum aromas start with a resiny oak covering that turns foresty and briary with airing. This is raisiny and ripe in feel, with a complex mix of berry, fennel and anise flavors. A lush, dense-feeling finish is minty and herbal."
US,88,35.0,Pinot Noir,Foppiano,"This tastes of warmer Russian River Valley climes, darker and riper in black cherry and berry fruit character with a layering of toasty cinnamon and oak. The aroma tends to the earthy/pastoral."
US,88,40.0,Pinot Noir,Kramer,"As is often the case with Oregon's 2011 Pinots, this remains stubbornly tight, and shows herbal and stem flavors rather than pretty fruit. That said, it also displays the excellent structure of the better wines from the vintage. Underpinnings of acid and tannin, plus the still sharp-edged pomegranate fruit, may carry it up to 2024."
US,88,48.0,Pinot Noir,Le Cadeau,"This comes from estate-grown fruit in the Chehalem Mountains AVA. Spicy and sharp-toned, it brings tart acidity and highlights of orange peel to flavors of wild mountain berries. The tannins are still a bit rough, but should smooth out with more bottle age."
France,88,12.0,Melon,Les Vignerons des Terroirs de la Noëlle,"It's the hard, granite rock of the vineyards that gives this wine its tight, firm texture. It is very crisp, structured with tense acidity and strong lemon-lime flavors. The wine, with its intense freshness, is very much made to partner food."
US,88,20.0,Pinot Gris,MacMurray Estate Vineyards,"A new label for MacMurray Ranch, this Pinot Gris is stony in fresh nectarine, pear and mango, wrapped in a creamy texture that develops fleshy flavors of fig in the glass. The fruit is sourced from both MacMurray Ranch and Gallo's cooler Russian River Valley outpost, Two Rock, near Petaluma."
US,88,26.0,Petite Sirah,Miro,"This wine offers a lighter side of Petite Sirah. It conveys more red fruit than brooding black and blue, a taste of red licorice and lean, balanced red cherries sleekly layered over earthy plum and spice. Its structure and acidity make it food-friendly, ready to accent a black pepper steak or similarly seasoned roast."
Italy,88,55.0,Nebbiolo,Ca' del Baio,"Exotic incense, sandalwood and ripe berry aromas waft from the glass of this single-vineyard Barbaresco. The palate is initially closed but slowly reveals crunchy Morello cherry, toast and espresso alongside assertive tannins. Drink after 2018."
Spain,88,8.0,Grenache-Syrah,Los Dos,"Pure berry aromas define the nose on this highly drinkable Garnacha-Syrah blend. In the mouth, it's clean, juicy, a bit round and easy to process. Typical Aragónese flavors of plum and berry finish tasty and unbroken."
Spain,88,16.0,Mencía,Luna Beberide,"This respected Bierzo producer's base-level Mencía is jumpy on the nose, with floral berry and plum aromas. It feels fresh and bright, with ample structure. Standard berry, plum and currant flavors come with notes of spice, while the finish is forward and fresh."
US,88,30.0,Viognier,Materra Cunat Family Vineyards,"Floral and pretty in ripe peach and pineapple/mango, it unwinds with a finish of vanilla."
US,88,23.0,Pinot Gris,Maysara,"Finished (apparently) off-dry, this seems to show some residual sugar in a leesy, yeasty style. The fruit suggests pears and cotton candy, with juicy acidity supporting the sweetness. Don't look for your standard dry Pinot Gris, but what's here is generous and enjoyable."
US,88,21.0,Red Blend,MCV,"This Petite Sirah-led blend offers cherry, cedar and smoke, with a bit of morel mushroom funk on the nose. The palate reveals tobacco, plum jam and harder-than-expected tannins, with a slight vanilla finish."
US,88,30.0,Pinot Noir,Navarro,"This is a smooth, easy-drinking and rather light-bodied wine, not unusual in the tricky vintage of 2011. Relatively light in color, this offers scents of sweet cherry, vanilla and cinnamon, while the flavors recall cherry and raspberry. The texture is almost delicate but livened up with a good touch of acidity."
Spain,88,30.0,Moscatel,Ochoa,"Varietally specific aromas of wild flowers, honey and lemon verbena set up an unctuous, creamy palate with modest acidity and lots of weight. Honey, mango, vanilla and other sweet, tropical flavors finish thick but not quite cloying. This is a unique wine for Navarra that deserves to be judged on its own."
Italy,88,35.0,Nebbiolo,Reverdito,"Plum, vanilla, chocolate and subtle oak aromas carry over to the palate. The palate displays chocolate-covered cherries, fig and coffee alongside bracing tannins that leave a drying finish. Drink 2018–2025."
US,88,17.0,Pinot Gris,Silvan Ridge,"This is aggressively tart and herbal, but shows good density and concentration. Flavors of lemon verbena mixed with lime-ade run true and full on through an extended, focused finish."
US,88,25.0,Pinot Noir,Stemmler,"Pastoral and earthy, it's straightforward and tightly woven in tannins, with balanced acidity that offers a sense of wild strawberries. A well-made wine priced attractively; stock up for midweek needs."
Italy,90,24.0,Carricante,Cottanera,"Aromas of citrus, white stone fruit and a vegetal hint suggesting tomato leaf lead the way. The racy palate offers grapefruit, pineapple, fresh white peach and flinty mineral while a pleasantly bitter note closes the finish."
US,90,40.0,Pinot Noir,Carabella,"Fresh fruit flavors suggest a bowl full of berries and cherries. Crisp acids help to focus the wine, with spot-on varietal flavors and balance. Both elegant and complex, it's a lovely bottle from an under-the-radar producer."
Hungary,90,16.0,White Blend,Chateau Dereszla,"This delicate Hungarian white wine is a blend of 86% Furmint, 9% Yellow Muscat and 5% Kabar. It has enticing aromas of white flowers, botrytis, gardenia, apple blossom and apricot that prepare your palate for flavors of peach juice, citrus zest, grapefruit juice, caramelized pineapple and a crisp clean finish."
US,90,40.0,Cabernet Sauvignon,Easton,"In a classic combination of ripe flavors and lip-smacking structure, this full-bodied wine wraps concentrated black cherry and mint aromas and generous cherry and blackberry flavors in muscular tannins that keep the texture fresh."
US,90,28.0,Syrah,Fess Parker,"Tar and beef char kick off the nose on this dark and heavy wine, which offers asphalt, smoked meats and crushed elderberry. Caramelized beef, balsamic-blackberry reduction, tobacco and touches of smoke show on the palate."
Italy,90,21.0,Fiano,Feudi di San Gregorio,"Aromas of pear, Spanish broom, flint and Mediterranean herb emerge in the glass. The juicy, medium-bodied palate offers ripe apple, peach and lime alongside fresh acidity and a mineral vein. A hazelnut note marks the close."
US,90,36.0,Rhône-style Red Blend,Andrew Murray,"The man who makes a million Syrahs dives into a blend of 60% Grenache, 25% Mourvèdre and 15% Syrah on this bottling, which offers composting lilac, black pepper, fresh boysenberry, dried herb and a tarry quality on the nose. There's a strong blackberry-balsamic reduction flavor once sipped, as well as beef char, elderberry and more tar."
Greece,90,28.0,Assyrtiko,Argyros,"Pineapple and lime peel start the nose of this layered Assyrtiko. On the palate, it unfolds with a combination of lemon peel, grapefruit and sea salt. This wine can age for several years but is good to drink now; pair with lamb, fresh fish or Asian cuisine."
US,90,65.0,Zinfandel,Lorenzi Estate,"Loads of clove, allspice, cinnamon and nutmeg spice show up the strawberry, blueberry and red cherry aromas of this lavish bottling, which also offers scents of crushed rock and turned earth. Similar elements entertain the palate, culminating with a minty pine needle note, proving to be a very dynamic sip."
US,90,49.0,Pinot Noir,MacPhail,"Huckleberry and dark cherry mingle around a viscosity of velvety texture and tannin, dusted in notions of black tea, tar and red currant. Light in color, but bold in flavor, this wine speaks to both the cool nature of its vineyard site, and to the style of the winemaker."
